"Year","Flow_Scenario","Max_Flow","Flow_Threshold","Max_Flow_Test","Flow_Start","Max_Date","PP_Fail_Date","Threshold_Temp","Threshold_Dates","Overlap_Start","Overlap_Test"
1953,"Alt.1a",17400,17000,1,"06-01","06-01","06-02",17,1953-06-12,"12-31",0
1953,"Alt.1a",17400,17000,1,"06-01","06-01","06-02",20,1953-06-28,"12-31",0
1953,"Alt.1a",17400,17000,1,"06-01","06-01","06-02",16,1953-06-08,"12-31",0
1953,"Alt.1a",17400,17000,1,"06-01","06-01","06-02",18,1953-06-17,"12-31",0
1953,"Alt.1b",15500,17000,0,"07-31","07-31","07-31",17,1953-06-12,"12-31",0
1953,"Alt.1b",15500,17000,0,"07-31","07-31","07-31",20,1953-06-28,"12-31",0
1953,"Alt.1b",15500,17000,0,"07-31","07-31","07-31",16,1953-06-08,"12-31",0
1953,"Alt.1b",15500,17000,0,"07-31","07-31","07-31",18,1953-06-17,"12-31",0
1953,"Alt.2",18300,17000,1,"06-06","06-07","06-08",17,1953-06-12,"12-31",0
1953,"Alt.2",18300,17000,1,"06-06","06-07","06-08",20,1953-06-28,"12-31",0
1953,"Alt.2",18300,17000,1,"06-06","06-07","06-08",16,1953-06-08,"12-31",0
1953,"Alt.2",18300,17000,1,"06-06","06-07","06-08",18,1953-06-17,"12-31",0
1953,"Alt.2a",21900,17000,1,"06-01","06-01","06-03",17,1953-06-12,"12-31",0
1953,"Alt.2a",21900,17000,1,"06-01","06-01","06-03",20,1953-06-28,"12-31",0
1953,"Alt.2a",21900,17000,1,"06-01","06-01","06-03",16,1953-06-08,"12-31",0
1953,"Alt.2a",21900,17000,1,"06-01","06-01","06-03",18,1953-06-17,"12-31",0
1953,"Alt.2b",12500,17000,0,"07-31","07-31","07-31",17,1953-06-12,"12-31",0
1953,"Alt.2b",12500,17000,0,"07-31","07-31","07-31",20,1953-06-28,"12-31",0
1953,"Alt.2b",12500,17000,0,"07-31","07-31","07-31",16,1953-06-08,"12-31",0
1953,"Alt.2b",12500,17000,0,"07-31","07-31","07-31",18,1953-06-17,"12-31",0
1953,"No.Act",22500,17500,1,"07-07","07-25","07-27",17,1953-06-12,"07-07",1
1953,"No.Act",22500,17500,1,"07-07","07-25","07-27",20,1953-06-28,"07-07",1
1953,"No.Act",22500,17500,1,"07-07","07-25","07-27",16,1953-06-08,"07-07",1
1953,"No.Act",22500,17500,1,"07-07","07-25","07-27",18,1953-06-17,"07-07",1
1953,"Alt1",17400,17500,0,"06-07","06-07","06-07",17,1953-06-12,"12-31",0
1953,"Alt1",17400,17500,0,"06-07","06-07","06-07",20,1953-06-28,"12-31",0
1953,"Alt1",17400,17500,0,"06-07","06-07","06-07",16,1953-06-08,"12-31",0
1953,"Alt1",17400,17500,0,"06-07","06-07","06-07",18,1953-06-17,"12-31",0
1953,"Alt.1a",17400,17500,0,"06-01","06-01","06-01",17,1953-06-12,"12-31",0
1953,"Alt.1a",17400,17500,0,"06-01","06-01","06-01",20,1953-06-28,"12-31",0
1953,"Alt.1a",17400,17500,0,"06-01","06-01","06-01",16,1953-06-08,"12-31",0
1953,"Alt.1a",17400,17500,0,"06-01","06-01","06-01",18,1953-06-17,"12-31",0
1953,"Alt.1b",15500,17500,0,"07-31","07-31","07-31",17,1953-06-12,"12-31",0
1953,"Alt.1b",15500,17500,0,"07-31","07-31","07-31",20,1953-06-28,"12-31",0
1953,"Alt.1b",15500,17500,0,"07-31","07-31","07-31",16,1953-06-08,"12-31",0
1953,"Alt.1b",15500,17500,0,"07-31","07-31","07-31",18,1953-06-17,"12-31",0
1953,"Alt.2",18300,17500,1,"06-07","06-07","06-08",17,1953-06-12,"12-31",0
1953,"Alt.2",18300,17500,1,"06-07","06-07","06-08",20,1953-06-28,"12-31",0
1953,"Alt.2",18300,17500,1,"06-07","06-07","06-08",16,1953-06-08,"12-31",0
1953,"Alt.2",18300,17500,1,"06-07","06-07","06-08",18,1953-06-17,"12-31",0
1953,"Alt.2a",21900,17500,1,"06-01","06-01","06-03",17,1953-06-12,"12-31",0
1953,"Alt.2a",21900,17500,1,"06-01","06-01","06-03",20,1953-06-28,"12-31",0
1953,"Alt.2a",21900,17500,1,"06-01","06-01","06-03",16,1953-06-08,"12-31",0
1953,"Alt.2a",21900,17500,1,"06-01","06-01","06-03",18,1953-06-17,"12-31",0
1953,"Alt.2b",12500,17500,0,"07-31","07-31","07-31",17,1953-06-12,"12-31",0
1953,"Alt.2b",12500,17500,0,"07-31","07-31","07-31",20,1953-06-28,"12-31",0
1953,"Alt.2b",12500,17500,0,"07-31","07-31","07-31",16,1953-06-08,"12-31",0
1953,"Alt.2b",12500,17500,0,"07-31","07-31","07-31",18,1953-06-17,"12-31",0
1953,"No.Act",22500,18000,1,"07-07","07-25","07-27",17,1953-06-12,"07-07",1
1953,"No.Act",22500,18000,1,"07-07","07-25","07-27",20,1953-06-28,"07-07",1
1953,"No.Act",22500,18000,1,"07-07","07-25","07-27",16,1953-06-08,"07-07",1
1953,"No.Act",22500,18000,1,"07-07","07-25","07-27",18,1953-06-17,"07-07",1
1953,"Alt1",17400,18000,0,"06-07","06-07","06-07",17,1953-06-12,"12-31",0
1953,"Alt1",17400,18000,0,"06-07","06-07","06-07",20,1953-06-28,"12-31",0
1953,"Alt1",17400,18000,0,"06-07","06-07","06-07",16,1953-06-08,"12-31",0
1953,"Alt1",17400,18000,0,"06-07","06-07","06-07",18,1953-06-17,"12-31",0
1953,"Alt.1a",17400,18000,0,"06-01","06-01","06-01",17,1953-06-12,"12-31",0
1953,"Alt.1a",17400,18000,0,"06-01","06-01","06-01",20,1953-06-28,"12-31",0
1953,"Alt.1a",17400,18000,0,"06-01","06-01","06-01",16,1953-06-08,"12-31",0
1953,"Alt.1a",17400,18000,0,"06-01","06-01","06-01",18,1953-06-17,"12-31",0
1953,"Alt.1b",15500,18000,0,"07-31","07-31","07-31",17,1953-06-12,"12-31",0
1953,"Alt.1b",15500,18000,0,"07-31","07-31","07-31",20,1953-06-28,"12-31",0
1953,"Alt.1b",15500,18000,0,"07-31","07-31","07-31",16,1953-06-08,"12-31",0
1953,"Alt.1b",15500,18000,0,"07-31","07-31","07-31",18,1953-06-17,"12-31",0
1953,"Alt.2",18300,18000,1,"06-07","06-07","06-08",17,1953-06-12,"12-31",0
1953,"Alt.2",18300,18000,1,"06-07","06-07","06-08",20,1953-06-28,"12-31",0
1953,"Alt.2",18300,18000,1,"06-07","06-07","06-08",16,1953-06-08,"12-31",0
1953,"Alt.2",18300,18000,1,"06-07","06-07","06-08",18,1953-06-17,"12-31",0
1953,"Alt.2a",21900,18000,1,"06-01","06-01","06-03",17,1953-06-12,"12-31",0
1953,"Alt.2a",21900,18000,1,"06-01","06-01","06-03",20,1953-06-28,"12-31",0
1953,"Alt.2a",21900,18000,1,"06-01","06-01","06-03",16,1953-06-08,"12-31",0
1953,"Alt.2a",21900,18000,1,"06-01","06-01","06-03",18,1953-06-17,"12-31",0
1953,"Alt.2b",12500,18000,0,"07-31","07-31","07-31",17,1953-06-12,"12-31",0
1953,"Alt.2b",12500,18000,0,"07-31","07-31","07-31",20,1953-06-28,"12-31",0
1953,"Alt.2b",12500,18000,0,"07-31","07-31","07-31",16,1953-06-08,"12-31",0
1953,"Alt.2b",12500,18000,0,"07-31","07-31","07-31",18,1953-06-17,"12-31",0
1954,"No.Act",8600,17000,0,"07-31","07-31","07-31",20,1954-12-31,"12-31",0
1954,"No.Act",8600,17000,0,"07-31","07-31","07-31",17,1954-07-03,"12-31",0
1954,"No.Act",8600,17000,0,"07-31","07-31","07-31",16,1954-06-26,"12-31",0
1954,"No.Act",8600,17000,0,"07-31","07-31","07-31",18,1954-07-10,"12-31",0
1954,"Alt1",22300,17000,1,"06-01","06-05","06-12",20,1954-12-31,"12-31",0
1954,"Alt1",22300,17000,1,"06-01","06-05","06-12",17,1954-07-03,"12-31",0
1954,"Alt1",22300,17000,1,"06-01","06-05","06-12",16,1954-06-26,"12-31",0
1954,"Alt1",22300,17000,1,"06-01","06-05","06-12",18,1954-07-10,"12-31",0
1954,"Alt.1a",8500,17000,0,"07-31","07-31","07-31",20,1954-12-31,"12-31",0
1954,"Alt.1a",8500,17000,0,"07-31","07-31","07-31",17,1954-07-03,"12-31",0
1954,"Alt.1a",8500,17000,0,"07-31","07-31","07-31",16,1954-06-26,"12-31",0
1954,"Alt.1a",8500,17000,0,"07-31","07-31","07-31",18,1954-07-10,"12-31",0
1954,"Alt.1b",21800,17000,1,"06-08","06-12","06-17",20,1954-12-31,"12-31",0
1954,"Alt.1b",21800,17000,1,"06-08","06-12","06-17",17,1954-07-03,"12-31",0
1954,"Alt.1b",21800,17000,1,"06-08","06-12","06-17",16,1954-06-26,"12-31",0
1954,"Alt.1b",21800,17000,1,"06-08","06-12","06-17",18,1954-07-10,"12-31",0
1954,"Alt.2",19432.462128631,17000,1,"06-01","06-01","06-12",20,1954-12-31,"12-31",0
1954,"Alt.2",19432.462128631,17000,1,"06-01","06-01","06-12",17,1954-07-03,"12-31",0
1954,"Alt.2",19432.462128631,17000,1,"06-01","06-01","06-12",16,1954-06-26,"12-31",0
1954,"Alt.2",19432.462128631,17000,1,"06-01","06-01","06-12",18,1954-07-10,"12-31",0
1954,"Alt.2a",18205.9426232417,17000,1,"06-01","06-01","06-05",20,1954-12-31,"12-31",0
1954,"Alt.2a",18205.9426232417,17000,1,"06-01","06-01","06-05",17,1954-07-03,"12-31",0
1954,"Alt.2a",18205.9426232417,17000,1,"06-01","06-01","06-05",16,1954-06-26,"12-31",0
1954,"Alt.2a",18205.9426232417,17000,1,"06-01","06-01","06-05",18,1954-07-10,"12-31",0
1954,"Alt.2b",19832.0824425174,17000,1,"06-03","06-07","06-19",20,1954-12-31,"12-31",0
1954,"Alt.2b",19832.0824425174,17000,1,"06-03","06-07","06-19",17,1954-07-03,"12-31",0
1954,"Alt.2b",19832.0824425174,17000,1,"06-03","06-07","06-19",16,1954-06-26,"12-31",0
1954,"Alt.2b",19832.0824425174,17000,1,"06-03","06-07","06-19",18,1954-07-10,"12-31",0
1954,"No.Act",8600,17500,0,"07-31","07-31","07-31",20,1954-12-31,"12-31",0
1954,"No.Act",8600,17500,0,"07-31","07-31","07-31",17,1954-07-03,"12-31",0
1954,"No.Act",8600,17500,0,"07-31","07-31","07-31",16,1954-06-26,"12-31",0
1954,"No.Act",8600,17500,0,"07-31","07-31","07-31",18,1954-07-10,"12-31",0
1954,"Alt1",22300,17500,1,"06-01","06-05","06-12",20,1954-12-31,"12-31",0
1954,"Alt1",22300,17500,1,"06-01","06-05","06-12",17,1954-07-03,"12-31",0
1954,"Alt1",22300,17500,1,"06-01","06-05","06-12",16,1954-06-26,"12-31",0
1954,"Alt1",22300,17500,1,"06-01","06-05","06-12",18,1954-07-10,"12-31",0
1954,"Alt.1a",8500,17500,0,"07-31","07-31","07-31",20,1954-12-31,"12-31",0
1954,"Alt.1a",8500,17500,0,"07-31","07-31","07-31",17,1954-07-03,"12-31",0
1954,"Alt.1a",8500,17500,0,"07-31","07-31","07-31",16,1954-06-26,"12-31",0
1954,"Alt.1a",8500,17500,0,"07-31","07-31","07-31",18,1954-07-10,"12-31",0
1954,"Alt.1b",21800,17500,1,"06-08","06-12","06-17",20,1954-12-31,"12-31",0
1954,"Alt.1b",21800,17500,1,"06-08","06-12","06-17",17,1954-07-03,"12-31",0
1954,"Alt.1b",21800,17500,1,"06-08","06-12","06-17",16,1954-06-26,"12-31",0
1954,"Alt.1b",21800,17500,1,"06-08","06-12","06-17",18,1954-07-10,"12-31",0
1954,"Alt.2",19432.462128631,17500,1,"06-01","06-01","06-12",20,1954-12-31,"12-31",0
1954,"Alt.2",19432.462128631,17500,1,"06-01","06-01","06-12",17,1954-07-03,"12-31",0
1954,"Alt.2",19432.462128631,17500,1,"06-01","06-01","06-12",16,1954-06-26,"12-31",0
1954,"Alt.2",19432.462128631,17500,1,"06-01","06-01","06-12",18,1954-07-10,"12-31",0
1954,"Alt.2a",18205.9426232417,17500,1,"06-01","06-01","06-05",20,1954-12-31,"12-31",0
1954,"Alt.2a",18205.9426232417,17500,1,"06-01","06-01","06-05",17,1954-07-03,"12-31",0
1954,"Alt.2a",18205.9426232417,17500,1,"06-01","06-01","06-05",16,1954-06-26,"12-31",0
1954,"Alt.2a",18205.9426232417,17500,1,"06-01","06-01","06-05",18,1954-07-10,"12-31",0
1954,"Alt.2b",19832.0824425174,17500,1,"06-04","06-07","06-19",20,1954-12-31,"12-31",0
1954,"Alt.2b",19832.0824425174,17500,1,"06-04","06-07","06-19",17,1954-07-03,"12-31",0
1954,"Alt.2b",19832.0824425174,17500,1,"06-04","06-07","06-19",16,1954-06-26,"12-31",0
1954,"Alt.2b",19832.0824425174,17500,1,"06-04","06-07","06-19",18,1954-07-10,"12-31",0
1954,"No.Act",8600,18000,0,"07-31","07-31","07-31",20,1954-12-31,"12-31",0
1954,"No.Act",8600,18000,0,"07-31","07-31","07-31",17,1954-07-03,"12-31",0
1954,"No.Act",8600,18000,0,"07-31","07-31","07-31",16,1954-06-26,"12-31",0
1954,"No.Act",8600,18000,0,"07-31","07-31","07-31",18,1954-07-10,"12-31",0
1954,"Alt1",22300,18000,1,"06-02","06-05","06-12",20,1954-12-31,"12-31",0
1954,"Alt1",22300,18000,1,"06-02","06-05","06-12",17,1954-07-03,"12-31",0
1954,"Alt1",22300,18000,1,"06-02","06-05","06-12",16,1954-06-26,"12-31",0
1954,"Alt1",22300,18000,1,"06-02","06-05","06-12",18,1954-07-10,"12-31",0
1954,"Alt.1a",8500,18000,0,"07-31","07-31","07-31",20,1954-12-31,"12-31",0
1954,"Alt.1a",8500,18000,0,"07-31","07-31","07-31",17,1954-07-03,"12-31",0
1954,"Alt.1a",8500,18000,0,"07-31","07-31","07-31",16,1954-06-26,"12-31",0
1954,"Alt.1a",8500,18000,0,"07-31","07-31","07-31",18,1954-07-10,"12-31",0
1954,"Alt.1b",21800,18000,1,"06-08","06-12","06-16",20,1954-12-31,"12-31",0
1954,"Alt.1b",21800,18000,1,"06-08","06-12","06-16",17,1954-07-03,"12-31",0
1954,"Alt.1b",21800,18000,1,"06-08","06-12","06-16",16,1954-06-26,"12-31",0
1954,"Alt.1b",21800,18000,1,"06-08","06-12","06-16",18,1954-07-10,"12-31",0
1954,"Alt.2",19432.462128631,18000,1,"06-01","06-01","06-09",20,1954-12-31,"12-31",0
1954,"Alt.2",19432.462128631,18000,1,"06-01","06-01","06-09",17,1954-07-03,"12-31",0
1954,"Alt.2",19432.462128631,18000,1,"06-01","06-01","06-09",16,1954-06-26,"12-31",0
1954,"Alt.2",19432.462128631,18000,1,"06-01","06-01","06-09",18,1954-07-10,"12-31",0
1954,"Alt.2a",18205.9426232417,18000,1,"06-01","06-01","06-02",20,1954-12-31,"12-31",0
1954,"Alt.2a",18205.9426232417,18000,1,"06-01","06-01","06-02",17,1954-07-03,"12-31",0
1954,"Alt.2a",18205.9426232417,18000,1,"06-01","06-01","06-02",16,1954-06-26,"12-31",0
1954,"Alt.2a",18205.9426232417,18000,1,"06-01","06-01","06-02",18,1954-07-10,"12-31",0
1954,"Alt.2b",19832.0824425174,18000,1,"06-04","06-07","06-19",20,1954-12-31,"12-31",0
1954,"Alt.2b",19832.0824425174,18000,1,"06-04","06-07","06-19",17,1954-07-03,"12-31",0
1954,"Alt.2b",19832.0824425174,18000,1,"06-04","06-07","06-19",16,1954-06-26,"12-31",0
1954,"Alt.2b",19832.0824425174,18000,1,"06-04","06-07","06-19",18,1954-07-10,"12-31",0
1955,"No.Act",8300,17000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"No.Act",8300,17000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"No.Act",8300,17000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"No.Act",8300,17000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt1",8300,17000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt1",8300,17000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt1",8300,17000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt1",8300,17000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.1a",8300,17000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.1a",8300,17000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.1a",8300,17000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.1a",8300,17000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.1b",8300,17000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.1b",8300,17000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.1b",8300,17000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.1b",8300,17000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2",8300,17000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2",8300,17000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2",8300,17000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2",8300,17000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2a",8300,17000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2a",8300,17000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2a",8300,17000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2a",8300,17000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2b",8300,17000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2b",8300,17000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2b",8300,17000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2b",8300,17000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"No.Act",8300,17500,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"No.Act",8300,17500,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"No.Act",8300,17500,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"No.Act",8300,17500,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt1",8300,17500,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt1",8300,17500,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt1",8300,17500,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt1",8300,17500,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.1a",8300,17500,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.1a",8300,17500,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.1a",8300,17500,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.1a",8300,17500,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.1b",8300,17500,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.1b",8300,17500,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.1b",8300,17500,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.1b",8300,17500,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2",8300,17500,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2",8300,17500,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2",8300,17500,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2",8300,17500,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2a",8300,17500,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2a",8300,17500,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2a",8300,17500,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2a",8300,17500,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2b",8300,17500,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2b",8300,17500,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2b",8300,17500,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2b",8300,17500,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"No.Act",8300,18000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"No.Act",8300,18000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"No.Act",8300,18000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"No.Act",8300,18000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt1",8300,18000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt1",8300,18000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt1",8300,18000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt1",8300,18000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.1a",8300,18000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.1a",8300,18000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.1a",8300,18000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.1a",8300,18000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.1b",8300,18000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.1b",8300,18000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.1b",8300,18000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.1b",8300,18000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2",8300,18000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2",8300,18000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2",8300,18000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2",8300,18000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2a",8300,18000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2a",8300,18000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2a",8300,18000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2a",8300,18000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1955,"Alt.2b",8300,18000,0,"07-31","07-31","07-31",16,1955-06-15,"12-31",0
1955,"Alt.2b",8300,18000,0,"07-31","07-31","07-31",18,1955-06-26,"12-31",0
1955,"Alt.2b",8300,18000,0,"07-31","07-31","07-31",20,1955-07-09,"12-31",0
1955,"Alt.2b",8300,18000,0,"07-31","07-31","07-31",17,1955-06-20,"12-31",0
1956,"No.Act",8400,17000,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"No.Act",8400,17000,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"No.Act",8400,17000,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"No.Act",8400,17000,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt1",8400,17000,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt1",8400,17000,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt1",8400,17000,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt1",8400,17000,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt.1a",8400,17000,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt.1a",8400,17000,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt.1a",8400,17000,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt.1a",8400,17000,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt.1b",8400,17000,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt.1b",8400,17000,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt.1b",8400,17000,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt.1b",8400,17000,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt.2",8400,17000,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt.2",8400,17000,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt.2",8400,17000,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt.2",8400,17000,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt.2a",8400,17000,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt.2a",8400,17000,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt.2a",8400,17000,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt.2a",8400,17000,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt.2b",8400,17000,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt.2b",8400,17000,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt.2b",8400,17000,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt.2b",8400,17000,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"No.Act",8400,17500,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"No.Act",8400,17500,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"No.Act",8400,17500,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"No.Act",8400,17500,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt1",8400,17500,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt1",8400,17500,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt1",8400,17500,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt1",8400,17500,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt.1a",8400,17500,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt.1a",8400,17500,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt.1a",8400,17500,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt.1a",8400,17500,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt.1b",8400,17500,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt.1b",8400,17500,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
1956,"Alt.1b",8400,17500,0,"07-31","07-31","07-31",16,1956-06-14,"12-31",0
1956,"Alt.1b",8400,17500,0,"07-31","07-31","07-31",20,1956-07-08,"12-31",0
1956,"Alt.2",8400,17500,0,"07-31","07-31","07-31",18,1956-06-25,"12-31",0
1956,"Alt.2",8400,17500,0,"07-31","07-31","07-31",17,1956-06-19,"12-31",0
